Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008,SE_A14006_001,SE_B18002_001,SE_B18002_002,SE_B18002_003,PCT_SE_B18002_002,PCT_SE_B18002_003
6037123410,14000US06037123410,Census Tract 1234.10,"Census Tract 1234.10, Los Angeles County, California",ca,140,0,ACSSF,4050,,,,,6,37,,,,123410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249,22517.49,0.188697785,4249,2978,77,0,184,55,926,29,70.09,1.81,0,4.33,1.29,21.79,0.68,52500,891,187,351,20.99,39.39
6037123420,14000US06037123420,Census Tract 1234.20,"Census Tract 1234.20, Los Angeles County, California",ca,140,0,ACSSF,4051,,,,,6,37,,,,123420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4359,14500.13,0.300617995,4359,3001,287,0,300,0,744,27,68.85,6.58,0,6.88,0,17.07,0.62,43290,951,252,486,26.5,51.1
6037123510,14000US06037123510,Census Tract 1235.10,"Census Tract 1235.10, Los Angeles County, California",ca,140,0,ACSSF,4052,,,,,6,37,,,,123510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4913,16141.59,0.304368978,4913,2524,123,59,244,0,1772,191,51.37,2.5,1.2,4.97,0,36.07,3.89,47292,1155,343,319,29.7,27.62
6037123520,14000US06037123520,Census Tract 1235.20,"Census Tract 1235.20, Los Angeles County, California",ca,140,0,ACSSF,4053,,,,,6,37,,,,123520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2888,14896.31,0.193873485,2888,1947,58,92,76,0,549,166,67.42,2.01,3.19,2.63,0,19.01,5.75,53098,519,205,129,39.5,24.86
6037123601,14000US06037123601,Census Tract 1236.01,"Census Tract 1236.01, Los Angeles County, California",ca,140,0,ACSSF,4054,,,,,6,37,,,,123601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4741,8163.091,0.58078493,4741,3616,237,0,133,0,688,67,76.27,5,0,2.81,0,14.51,1.41,54283,1258,343,373,27.27,29.65
6037123602,14000US06037123602,Census Tract 1236.02,"Census Tract 1236.02, Los Angeles County, California",ca,140,0,ACSSF,4055,,,,,6,37,,,,123602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3664,10228.72,0.358207065,3664,2458,338,0,124,0,706,38,67.09,9.22,0,3.38,0,19.27,1.04,55641,907,310,306,34.18,33.74
6037123700,14000US06037123700,Census Tract 1237,"Census Tract 1237, Los Angeles County, California",ca,140,0,ACSSF,4056,,,,,6,37,,,,123700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4338,11797.42,0.367707495,4338,3394,123,26,134,0,572,89,78.24,2.84,0.6,3.09,0,13.19,2.05,66726,619,145,220,23.42,35.54
6037123800,14000US06037123800,Census Tract 1238,"Census Tract 1238, Los Angeles County, California",ca,140,0,ACSSF,4057,,,,,6,37,,,,123800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6150,12347.23,0.49808725,6150,4520,468,16,223,0,600,323,73.5,7.61,0.26,3.63,0,9.76,5.25,63333,1587,315,361,19.85,22.75
6037123901,14000US06037123901,Census Tract 1239.01,"Census Tract 1239.01, Los Angeles County, California",ca,140,0,ACSSF,4058,,,,,6,37,,,,123901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4374,8773.731,0.498533584,4374,2878,214,2,266,148,844,22,65.8,4.89,0.05,6.08,3.38,19.3,0.5,50132,1107,232,404,20.96,36.5
6037123902,14000US06037123902,Census Tract 1239.02,"Census Tract 1239.02, Los Angeles County, California",ca,140,0,ACSSF,4059,,,,,6,37,,,,123902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2499,9741.516,0.256530918,2499,1681,161,0,309,8,224,116,67.27,6.44,0,12.36,0.32,8.96,4.64,65977,736,253,138,34.38,18.75
6037124000,14000US06037124000,Census Tract 1240,"Census Tract 1240, Los Angeles County, California",ca,140,0,ACSSF,4060,,,,,6,37,,,,124000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5131,9966.281,0.514835976,5131,4240,215,0,206,0,61,409,82.63,4.19,0,4.01,0,1.19,7.97,84201,1144,306,400,26.75,34.97
6037124102,14000US06037124102,Census Tract 1241.02,"Census Tract 1241.02, Los Angeles County, California",ca,140,0,ACSSF,4061,,,,,6,37,,,,124102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3542,14130.4,0.250665254,3542,2356,218,13,286,0,596,73,66.52,6.15,0.37,8.07,0,16.83,2.06,46723,1066,339,421,31.8,39.49
6037124103,14000US06037124103,Census Tract 1241.03,"Census Tract 1241.03, Los Angeles County, California",ca,140,0,ACSSF,4062,,,,,6,37,,,,124103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983,15854.13,0.1250778,1983,1056,49,63,191,0,564,60,53.25,2.47,3.18,9.63,0,28.44,3.03,41702,397,85,143,21.41,36.02
6037124104,14000US06037124104,Census Tract 1241.04,"Census Tract 1241.04, Los Angeles County, California",ca,140,0,ACSSF,4063,,,,,6,37,,,,124104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2444,19510.09,0.125268534,2444,1725,151,0,50,10,394,114,70.58,6.18,0,2.05,0.41,16.12,4.66,39083,853,201,296,23.56,34.7
6037124105,14000US06037124105,Census Tract 1241.05,"Census Tract 1241.05, Los Angeles County, California",ca,140,0,ACSSF,4064,,,,,6,37,,,,124105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462,19648.51,0.125302125,2462,1762,64,0,170,0,435,31,71.57,2.6,0,6.9,0,17.67,1.26,44177,778,286,228,36.76,29.31
6037124201,14000US06037124201,Census Tract 1242.01,"Census Tract 1242.01, Los Angeles County, California",ca,140,0,ACSSF,4065,,,,,6,37,,,,124201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3435,9147.309,0.375520273,3435,2595,60,29,232,0,373,146,75.55,1.75,0.84,6.75,0,10.86,4.25,52917,597,136,223,22.78,37.35
6037124203,14000US06037124203,Census Tract 1242.03,"Census Tract 1242.03, Los Angeles County, California",ca,140,0,ACSSF,4066,,,,,6,37,,,,124203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2537,20263.92,0.125197877,2537,1882,56,0,91,12,449,47,74.18,2.21,0,3.59,0.47,17.7,1.85,48750,505,190,93,37.62,18.42
6037124204,14000US06037124204,Census Tract 1242.04,"Census Tract 1242.04, Los Angeles County, California",ca,140,0,ACSSF,4067,,,,,6,37,,,,124204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2152,17184.02,0.125232627,2152,1230,63,55,106,0,675,23,57.16,2.93,2.56,4.93,0,31.37,1.07,48041,828,214,233,25.85,28.14
6037124300,14000US06037124300,Census Tract 1243,"Census Tract 1243, Los Angeles County, California",ca,140,0,ACSSF,4068,,,,,6,37,,,,124300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3026,8796.057,0.34401781,3026,2614,99,0,78,0,164,71,86.38,3.27,0,2.58,0,5.42,2.35,42643,909,195,331,21.45,36.41
6037124400,14000US06037124400,Census Tract 1244,"Census Tract 1244, Los Angeles County, California",ca,140,0,ACSSF,4069,,,,,6,37,,,,124400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4690,12634.23,0.371213689,4690,3876,141,41,224,1,145,262,82.64,3.01,0.87,4.78,0.02,3.09,5.59,75670,1086,235,148,21.64,13.63
6037124500,14000US06037124500,Census Tract 1245,"Census Tract 1245, Los Angeles County, California",ca,140,0,ACSSF,4070,,,,,6,37,,,,124500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3057,9800.057,0.311936967,3057,1777,139,40,237,0,462,402,58.13,4.55,1.31,7.75,0,15.11,13.15,91667,624,106,163,16.99,26.12
6037124600,14000US06037124600,Census Tract 1246,"Census Tract 1246, Los Angeles County, California",ca,140,0,ACSSF,4071,,,,,6,37,,,,124600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3031,7008.98,0.432445247,3031,2242,210,9,214,0,38,318,73.97,6.93,0.3,7.06,0,1.25,10.49,71750,835,244,225,29.22,26.95
6037124700,14000US06037124700,Census Tract 1247,"Census Tract 1247, Los Angeles County, California",ca,140,0,ACSSF,4072,,,,,6,37,,,,124700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5697,10949.18,0.520312835,5697,4570,77,18,300,0,345,387,80.22,1.35,0.32,5.27,0,6.06,6.79,90795,1244,315,353,25.32,28.38
6037124902,14000US06037124902,Census Tract 1249.02,"Census Tract 1249.02, Los Angeles County, California",ca,140,0,ACSSF,4073,,,,,6,37,,,,124902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2654,20301.75,0.130727633,2654,1882,319,0,249,0,75,129,70.91,12.02,0,9.38,0,2.83,4.86,34572,1391,406,517,29.19,37.17
6037124903,14000US06037124903,Census Tract 1249.03,"Census Tract 1249.03, Los Angeles County, California",ca,140,0,ACSSF,4074,,,,,6,37,,,,124903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3587,29833.46,0.120234148,3587,3067,81,0,221,0,50,168,85.5,2.26,0,6.16,0,1.39,4.68,56223,1274,411,427,32.26,33.52
6037125100,14000US06037125100,Census Tract 1251,"Census Tract 1251, Los Angeles County, California",ca,140,0,ACSSF,4075,,,,,6,37,,,,125100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6044,12053.77,0.501420084,6044,4763,333,152,505,2,115,174,78.81,5.51,2.51,8.36,0.03,1.9,2.88,66134,2056,638,642,31.03,31.23
6037125200,14000US06037125200,Census Tract 1252,"Census Tract 1252, Los Angeles County, California",ca,140,0,ACSSF,4076,,,,,6,37,,,,125200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3623,7200.103,0.503187273,3623,2632,141,1,191,33,215,410,72.65,3.89,0.03,5.27,0.91,5.93,11.32,64219,1008,247,365,24.5,36.21
6037125310,14000US06037125310,Census Tract 1253.10,"Census Tract 1253.10, Los Angeles County, California",ca,140,0,ACSSF,4077,,,,,6,37,,,,125310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4761,11702.31,0.406842812,4761,3260,425,0,185,0,646,245,68.47,8.93,0,3.89,0,13.57,5.15,53022,1559,340,555,21.81,35.6
6037125320,14000US06037125320,Census Tract 1253.20,"Census Tract 1253.20, Los Angeles County, California",ca,140,0,ACSSF,4078,,,,,6,37,,,,125320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5379,22027.06,0.244199587,5379,4172,347,58,266,0,388,148,77.56,6.45,1.08,4.95,0,7.21,2.75,34681,2682,636,916,23.71,34.15
6037125401,14000US06037125401,Census Tract 1254.01,"Census Tract 1254.01, Los Angeles County, California",ca,140,0,ACSSF,4079,,,,,6,37,,,,125401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4729,30790.79,0.153584881,4729,3122,677,0,561,14,103,252,66.02,14.32,0,11.86,0.3,2.18,5.33,59824,2329,633,623,27.18,26.75
6037125402,14000US06037125402,Census Tract 1254.02,"Census Tract 1254.02, Los Angeles County, California",ca,140,0,ACSSF,4080,,,,,6,37,,,,125402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4676,17393.21,0.268840628,4676,3409,274,0,400,10,360,223,72.9,5.86,0,8.55,0.21,7.7,4.77,66546,1462,255,437,17.44,29.89
6037125501,14000US06037125501,Census Tract 1255.01,"Census Tract 1255.01, Los Angeles County, California",ca,140,0,ACSSF,4081,,,,,6,37,,,,125501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3127,17450.94,0.179188089,3127,2198,301,4,264,0,212,148,70.29,9.63,0.13,8.44,0,6.78,4.73,47227,1372,382,387,27.84,28.21
6037125502,14000US06037125502,Census Tract 1255.02,"Census Tract 1255.02, Los Angeles County, California",ca,140,0,ACSSF,4082,,,,,6,37,,,,125502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3457,17122.52,0.201897847,3457,2658,196,8,267,10,133,185,76.89,5.67,0.23,7.72,0.29,3.85,5.35,65919,1325,336,356,25.36,26.87
6037125600,14000US06037125600,Census Tract 1256,"Census Tract 1256, Los Angeles County, California",ca,140,0,ACSSF,4083,,,,,6,37,,,,125600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2795,7079.065,0.394826154,2795,2421,80,0,180,0,32,82,86.62,2.86,0,6.44,0,1.14,2.93,81357,579,118,200,20.38,34.54
6037127102,14000US06037127102,Census Tract 1271.02,"Census Tract 1271.02, Los Angeles County, California",ca,140,0,ACSSF,4084,,,,,6,37,,,,127102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5663,17069.3,0.331765244,5663,1877,178,0,364,0,3055,189,33.14,3.14,0,6.43,0,53.95,3.34,43579,1071,323,345,30.16,32.21
6037127103,14000US06037127103,Census Tract 1271.03,"Census Tract 1271.03, Los Angeles County, California",ca,140,0,ACSSF,4085,,,,,6,37,,,,127103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3187,29472.77,0.108133706,3187,1058,130,0,288,0,1475,236,33.2,4.08,0,9.04,0,46.28,7.41,42477,906,239,269,26.38,29.69
6037127104,14000US06037127104,Census Tract 1271.04,"Census Tract 1271.04, Los Angeles County, California",ca,140,0,ACSSF,4086,,,,,6,37,,,,127104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3588,13129.2,0.273283892,3588,1578,184,0,281,0,1466,79,43.98,5.13,0,7.83,0,40.86,2.2,39931,784,249,371,31.76,47.32
6037127210,14000US06037127210,Census Tract 1272.10,"Census Tract 1272.10, Los Angeles County, California",ca,140,0,ACSSF,4087,,,,,6,37,,,,127210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5714,9611.574,0.594491557,5714,1688,392,0,506,0,3029,99,29.54,6.86,0,8.86,0,53.01,1.73,51658,1307,397,320,30.37,24.48
6037127220,14000US06037127220,Census Tract 1272.20,"Census Tract 1272.20, Los Angeles County, California",ca,140,0,ACSSF,4088,,,,,6,37,,,,127220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5005,19853.93,0.252091129,5005,2128,207,40,451,0,2083,96,42.52,4.14,0.8,9.01,0,41.62,1.92,40665,1248,410,468,32.85,37.5
6037127300,14000US06037127300,Census Tract 1273,"Census Tract 1273, Los Angeles County, California",ca,140,0,ACSSF,4089,,,,,6,37,,,,127300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3731,9122.836,0.40897371,3731,1249,303,69,376,12,1631,91,33.48,8.12,1.85,10.08,0.32,43.71,2.44,53476,877,231,258,26.34,29.42
6037127400,14000US06037127400,Census Tract 1274,"Census Tract 1274, Los Angeles County, California",ca,140,0,ACSSF,4090,,,,,6,37,,,,127400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6673,8010.411,0.833040925,6673,2062,169,0,422,0,3865,155,30.9,2.53,0,6.32,0,57.92,2.32,48193,1384,470,419,33.96,30.27
6037127520,14000US06037127520,Census Tract 1275.20,"Census Tract 1275.20, Los Angeles County, California",ca,140,0,ACSSF,4091,,,,,6,37,,,,127520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4544,32357.31,0.140431925,4544,869,195,9,325,0,3080,66,19.12,4.29,0.2,7.15,0,67.78,1.45,29842,1336,352,516,26.35,38.62
6037127603,14000US06037127603,Census Tract 1276.03,"Census Tract 1276.03, Los Angeles County, California",ca,140,0,ACSSF,4092,,,,,6,37,,,,127603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3154,18935.43,0.166566023,3154,995,78,13,88,6,1962,12,31.55,2.47,0.41,2.79,0.19,62.21,0.38,40731,796,266,289,33.42,36.31
6037127604,14000US06037127604,Census Tract 1276.04,"Census Tract 1276.04, Los Angeles County, California",ca,140,0,ACSSF,4093,,,,,6,37,,,,127604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3093,18435.29,0.167776067,3093,1287,118,15,354,0,1167,152,41.61,3.82,0.48,11.45,0,37.73,4.91,41753,932,419,175,44.96,18.78
6037127605,14000US06037127605,Census Tract 1276.05,"Census Tract 1276.05, Los Angeles County, California",ca,140,0,ACSSF,4094,,,,,6,37,,,,127605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3998,16055.98,0.249003856,3998,872,74,0,224,0,2775,53,21.81,1.85,0,5.6,0,69.41,1.33,41701,1008,360,336,35.71,33.33
6037127606,14000US06037127606,Census Tract 1276.06,"Census Tract 1276.06, Los Angeles County, California",ca,140,0,ACSSF,4095,,,,,6,37,,,,127606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3499,16667.4,0.209930702,3499,1572,156,12,351,0,1279,129,44.93,4.46,0.34,10.03,0,36.55,3.69,62736,748,116,258,15.51,34.49
6037127711,14000US06037127711,Census Tract 1277.11,"Census Tract 1277.11, Los Angeles County, California",ca,140,0,ACSSF,4096,,,,,6,37,,,,127711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3451,9431.873,0.365887023,3451,1637,404,8,321,0,1048,33,47.44,11.71,0.23,9.3,0,30.37,0.96,63650,732,353,159,48.22,21.72
6037127712,14000US06037127712,Census Tract 1277.12,"Census Tract 1277.12, Los Angeles County, California",ca,140,0,ACSSF,4097,,,,,6,37,,,,127712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3669,16671.14,0.220080942,3669,1418,276,7,192,0,1732,44,38.65,7.52,0.19,5.23,0,47.21,1.2,39333,1296,452,394,34.88,30.4
6037127803,14000US06037127803,Census Tract 1278.03,"Census Tract 1278.03, Los Angeles County, California",ca,140,0,ACSSF,4098,,,,,6,37,,,,127803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4675,18893.9,0.247434351,4675,1497,136,7,260,0,2636,139,32.02,2.91,0.15,5.56,0,56.39,2.97,36269,1244,433,423,34.81,34
6037127804,14000US06037127804,Census Tract 1278.04,"Census Tract 1278.04, Los Angeles County, California",ca,140,0,ACSSF,4099,,,,,6,37,,,,127804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4450,18060.66,0.246391875,4450,2021,202,15,576,0,1502,134,45.42,4.54,0.34,12.94,0,33.75,3.01,50564,1167,409,395,35.05,33.85
6037127805,14000US06037127805,Census Tract 1278.05,"Census Tract 1278.05, Los Angeles County, California",ca,140,0,ACSSF,4100,,,,,6,37,,,,127805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3785,15953.03,0.237259014,3785,1824,281,0,331,35,1298,16,48.19,7.42,0,8.75,0.92,34.29,0.42,43135,902,301,326,33.37,36.14
6037127806,14000US06037127806,Census Tract 1278.06,"Census Tract 1278.06, Los Angeles County, California",ca,140,0,ACSSF,4101,,,,,6,37,,,,127806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3253,12332.34,0.263778056,3253,2006,176,0,156,0,874,41,61.67,5.41,0,4.8,0,26.87,1.26,36633,983,307,327,31.23,33.27
6037127910,14000US06037127910,Census Tract 1279.10,"Census Tract 1279.10, Los Angeles County, California",ca,140,0,ACSSF,4102,,,,,6,37,,,,127910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4960,19770.14,0.250883402,4960,1360,351,0,215,0,3034,0,27.42,7.08,0,4.33,0,61.17,0,41083,1272,467,460,36.71,36.16
6037127920,14000US06037127920,Census Tract 1279.20,"Census Tract 1279.20, Los Angeles County, California",ca,140,0,ACSSF,4103,,,,,6,37,,,,127920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4633,18497.23,0.250469886,4633,2426,66,0,172,37,1686,246,52.36,1.42,0,3.71,0.8,36.39,5.31,54038,821,239,393,29.11,47.87
6037128101,14000US06037128101,Census Tract 1281.01,"Census Tract 1281.01, Los Angeles County, California",ca,140,0,ACSSF,4104,,,,,6,37,,,,128101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3715,14827.96,0.250540157,3715,2076,129,0,185,0,1216,109,55.88,3.47,0,4.98,0,32.73,2.93,57313,861,238,293,27.64,34.03
6037128102,14000US06037128102,Census Tract 1281.02,"Census Tract 1281.02, Los Angeles County, California",ca,140,0,ACSSF,4105,,,,,6,37,,,,128102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4976,19863.78,0.25050618,4976,1519,290,53,365,0,2718,31,30.53,5.83,1.07,7.34,0,54.62,0.62,45517,1229,343,482,27.91,39.22
6037128210,14000US06037128210,Census Tract 1282.10,"Census Tract 1282.10, Los Angeles County, California",ca,140,0,ACSSF,4106,,,,,6,37,,,,128210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5247,24710.6,0.212338049,5247,1751,314,49,159,0,2815,159,33.37,5.98,0.93,3.03,0,53.65,3.03,31223,1463,339,678,23.17,46.34
6037128220,14000US06037128220,Census Tract 1282.20,"Census Tract 1282.20, Los Angeles County, California",ca,140,0,ACSSF,4107,,,,,6,37,,,,128220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3106,14479.1,0.214516052,3106,1980,203,0,177,0,687,59,63.75,6.54,0,5.7,0,22.12,1.9,38910,873,247,420,28.29,48.11
6037128302,14000US06037128302,Census Tract 1283.02,"Census Tract 1283.02, Los Angeles County, California",ca,140,0,ACSSF,4108,,,,,6,37,,,,128302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4832,18167.15,0.265974591,4832,3614,190,0,128,0,826,74,74.79,3.93,0,2.65,0,17.09,1.53,45508,1228,473,386,38.52,31.43
6037128303,14000US06037128303,Census Tract 1283.03,"Census Tract 1283.03, Los Angeles County, California",ca,140,0,ACSSF,4109,,,,,6,37,,,,128303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3650,22837.69,0.15982352,3650,2590,123,0,67,0,870,0,70.96,3.37,0,1.84,0,23.84,0,38243,1086,367,488,33.79,44.94
6037128400,14000US06037128400,Census Tract 1284,"Census Tract 1284, Los Angeles County, California",ca,140,0,ACSSF,4110,,,,,6,37,,,,128400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4265,6400.238,0.666381466,4265,2954,194,0,345,0,607,165,69.26,4.55,0,8.09,0,14.23,3.87,75000,839,362,254,43.15,30.27
6037128500,14000US06037128500,Census Tract 1285,"Census Tract 1285, Los Angeles County, California",ca,140,0,ACSSF,4111,,,,,6,37,,,,128500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4123,10965.93,0.375982823,4123,2973,346,0,390,0,265,149,72.11,8.39,0,9.46,0,6.43,3.61,64676,1273,350,368,27.49,28.91
6037128601,14000US06037128601,Census Tract 1286.01,"Census Tract 1286.01, Los Angeles County, California",ca,140,0,ACSSF,4112,,,,,6,37,,,,128601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4526,17191.2,0.263274193,4526,2505,81,61,430,2,1258,189,55.35,1.79,1.35,9.5,0.04,27.79,4.18,44963,1323,275,544,20.79,41.12
6037128602,14000US06037128602,Census Tract 1286.02,"Census Tract 1286.02, Los Angeles County, California",ca,140,0,ACSSF,4113,,,,,6,37,,,,128602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3910,8927.545,0.437970369,3910,3550,75,0,121,0,97,67,90.79,1.92,0,3.09,0,2.48,1.71,85670,678,154,254,22.71,37.46
6037128702,14000US06037128702,Census Tract 1287.02,"Census Tract 1287.02, Los Angeles County, California",ca,140,0,ACSSF,4114,,,,,6,37,,,,128702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6026,9503.235,0.634099849,6026,4379,520,0,543,0,170,414,72.67,8.63,0,9.01,0,2.82,6.87,74120,1723,481,525,27.92,30.47
6037128801,14000US06037128801,Census Tract 1288.01,"Census Tract 1288.01, Los Angeles County, California",ca,140,0,ACSSF,4115,,,,,6,37,,,,128801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3425,18025.43,0.190009375,3425,2166,245,0,508,0,212,294,63.24,7.15,0,14.83,0,6.19,8.58,61821,1345,311,394,23.12,29.29
6037128802,14000US06037128802,Census Tract 1288.02,"Census Tract 1288.02, Los Angeles County, California",ca,140,0,ACSSF,4116,,,,,6,37,,,,128802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4959,13225.35,0.374961583,4959,3813,230,0,568,0,132,216,76.89,4.64,0,11.45,0,2.66,4.36,88375,1281,202,254,15.77,19.83
6037128910,14000US06037128910,Census Tract 1289.10,"Census Tract 1289.10, Los Angeles County, California",ca,140,0,ACSSF,4117,,,,,6,37,,,,128910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4530,9038.761,0.501174909,4530,3426,424,0,242,20,16,402,75.63,9.36,0,5.34,0.44,0.35,8.87,91161,1078,337,308,31.26,28.57
6037131010,14000US06037131010,Census Tract 1310.10,"Census Tract 1310.10, Los Angeles County, California",ca,140,0,ACSSF,4118,,,,,6,37,,,,131010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6542,16034.35,0.407999188,6542,3296,105,325,1449,0,1121,246,50.38,1.61,4.97,22.15,0,17.14,3.76,55323,1540,471,438,30.58,28.44
6037131020,14000US06037131020,Census Tract 1310.20,"Census Tract 1310.20, Los Angeles County, California",ca,140,0,ACSSF,4119,,,,,6,37,,,,131020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6133,11116.22,0.551716456,6133,3139,180,28,733,3,1775,275,51.18,2.93,0.46,11.95,0.05,28.94,4.48,67500,732,228,194,31.15,26.5
6037131100,14000US06037131100,Census Tract 1311,"Census Tract 1311, Los Angeles County, California",ca,140,0,ACSSF,4120,,,,,6,37,,,,131100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3372,7926.268,0.42542089,3372,1984,27,8,408,0,809,136,58.84,0.8,0.24,12.1,0,23.99,4.03,68553,107,34,51,31.78,47.66
