Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008,SE_A14006_001,SE_B18002_001,SE_B18002_002,SE_B18002_003,PCT_SE_B18002_002,PCT_SE_B18002_003
6037101110,14000US06037101110,Census Tract 1011.10,"Census Tract 1011.10, Los Angeles County, California",ca,140,0,ACSSF,3870,,,,,6,37,,,,101110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4314,9780.452,0.441083897,4314,3314,47,4,329,4,499,117,76.82,1.09,0.09,7.63,0.09,11.57,2.71,53077,829,225,279,27.14,33.66
6037101122,14000US06037101122,Census Tract 1011.22,"Census Tract 1011.22, Los Angeles County, California",ca,140,0,ACSSF,3871,,,,,6,37,,,,101122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3239,3172.779,1.020871525,3239,2837,61,13,206,0,61,61,87.59,1.88,0.4,6.36,0,1.88,1.88,88953,230,106,53,46.09,23.04
6037101210,14000US06037101210,Census Tract 1012.10,"Census Tract 1012.10, Los Angeles County, California",ca,140,0,ACSSF,3872,,,,,6,37,,,,101210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6052,24089.21,0.251232824,6052,4771,172,0,260,0,736,113,78.83,2.84,0,4.3,0,12.16,1.87,32119,1984,482,866,24.29,43.65
6037101220,14000US06037101220,Census Tract 1012.20,"Census Tract 1012.20, Los Angeles County, California",ca,140,0,ACSSF,3873,,,,,6,37,,,,101220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3497,12959.46,0.269841405,3497,2494,71,0,302,0,487,143,71.32,2.03,0,8.64,0,13.93,4.09,41728,823,231,382,28.07,46.42
6037101300,14000US06037101300,Census Tract 1013,"Census Tract 1013, Los Angeles County, California",ca,140,0,ACSSF,3874,,,,,6,37,,,,101300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4297,4311.606,0.99661234,4297,3705,161,0,289,0,48,94,86.22,3.75,0,6.73,0,1.12,2.19,86914,167,19,72,11.38,43.11
6037101400,14000US06037101400,Census Tract 1014,"Census Tract 1014, Los Angeles County, California",ca,140,0,ACSSF,3875,,,,,6,37,,,,101400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3851,1580.659,2.436326346,3851,3022,18,43,348,0,224,196,78.47,0.47,1.12,9.04,0,5.82,5.09,71125,424,109,143,25.71,33.73
6037102103,14000US06037102103,Census Tract 1021.03,"Census Tract 1021.03, Los Angeles County, California",ca,140,0,ACSSF,3876,,,,,6,37,,,,102103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1771,3865.934,0.458104053,1771,1523,0,0,113,0,50,85,86,0,0,6.38,0,2.82,4.8,76333,239,47,97,19.67,40.59
6037102104,14000US06037102104,Census Tract 1021.04,"Census Tract 1021.04, Los Angeles County, California",ca,140,0,ACSSF,3877,,,,,6,37,,,,102104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3554,5549.938,0.640367446,3554,2720,117,3,443,8,206,57,76.53,3.29,0.08,12.46,0.23,5.8,1.6,70754,375,87,174,23.2,46.4
6037102105,14000US06037102105,Census Tract 1021.05,"Census Tract 1021.05, Los Angeles County, California",ca,140,0,ACSSF,3878,,,,,6,37,,,,102105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1857,9760.528,0.190256094,1857,1179,41,13,117,12,415,80,63.49,2.21,0.7,6.3,0.65,22.35,4.31,52132,293,50,142,17.06,48.46
6037102107,14000US06037102107,Census Tract 1021.07,"Census Tract 1021.07, Los Angeles County, California",ca,140,0,ACSSF,3879,,,,,6,37,,,,102107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4333,869.3781,4.98402232,4333,3402,111,6,395,0,319,100,78.51,2.56,0.14,9.12,0,7.36,2.31,106037,335,84,75,25.07,22.39
6037103101,14000US06037103101,Census Tract 1031.01,"Census Tract 1031.01, Los Angeles County, California",ca,140,0,ACSSF,3880,,,,,6,37,,,,103101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2597,3313.715,0.783712511,2597,2201,13,12,171,0,85,115,84.75,0.5,0.46,6.58,0,3.27,4.43,89211,135,36,76,26.67,56.3
6037103102,14000US06037103102,Census Tract 1031.02,"Census Tract 1031.02, Los Angeles County, California",ca,140,0,ACSSF,3881,,,,,6,37,,,,103102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4456,9299.53,0.479163996,4456,3240,0,7,753,0,345,111,72.71,0,0.16,16.9,0,7.74,2.49,74631,335,118,60,35.22,17.91
6037103200,14000US06037103200,Census Tract 1032,"Census Tract 1032, Los Angeles County, California",ca,140,0,ACSSF,3882,,,,,6,37,,,,103200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6726,2349.455,2.862792028,6726,5902,87,0,425,0,140,172,87.75,1.29,0,6.32,0,2.08,2.56,71346,832,195,136,23.44,16.35
6037103300,14000US06037103300,Census Tract 1033,"Census Tract 1033, Los Angeles County, California",ca,140,0,ACSSF,3883,,,,,6,37,,,,103300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3549,1496.57,2.371422184,3549,3018,42,9,309,0,52,119,85.04,1.18,0.25,8.71,0,1.47,3.35,93207,188,29,60,15.43,31.91
6037103400,14000US06037103400,Census Tract 1034,"Census Tract 1034, Los Angeles County, California",ca,140,0,ACSSF,3884,,,,,6,37,,,,103400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6662,6899.722,0.965546172,6662,5017,150,104,864,168,202,157,75.31,2.25,1.56,12.97,2.52,3.03,2.36,81618,917,170,314,18.54,34.24
6037104103,14000US06037104103,Census Tract 1041.03,"Census Tract 1041.03, Los Angeles County, California",ca,140,0,ACSSF,3885,,,,,6,37,,,,104103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3647,9952.162,0.366453049,3647,2325,502,20,265,8,476,51,63.75,13.76,0.55,7.27,0.22,13.05,1.4,86989,140,30,84,21.43,60
6037104105,14000US06037104105,Census Tract 1041.05,"Census Tract 1041.05, Los Angeles County, California",ca,140,0,ACSSF,3886,,,,,6,37,,,,104105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6190,27419.33,0.22575317,6190,3300,307,32,608,0,1694,249,53.31,4.96,0.52,9.82,0,27.37,4.02,52616,733,206,230,28.1,31.38
6037104108,14000US06037104108,Census Tract 1041.08,"Census Tract 1041.08, Los Angeles County, California",ca,140,0,ACSSF,3887,,,,,6,37,,,,104108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5420,12800.81,0.423410842,5420,3159,516,0,172,13,1502,58,58.28,9.52,0,3.17,0.24,27.71,1.07,50259,808,330,188,40.84,23.27
6037104124,14000US06037104124,Census Tract 1041.24,"Census Tract 1041.24, Los Angeles County, California",ca,140,0,ACSSF,3888,,,,,6,37,,,,104124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4189,2422.087,1.729499905,4189,2582,386,21,353,0,724,123,61.64,9.21,0.5,8.43,0,17.28,2.94,84250,215,140,14,65.12,6.51
6037104201,14000US06037104201,Census Tract 1042.01,"Census Tract 1042.01, Los Angeles County, California",ca,140,0,ACSSF,3889,,,,,6,37,,,,104201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4424,10511.03,0.420891139,4424,2564,423,35,0,0,1393,9,57.96,9.56,0.79,0,0,31.49,0.2,51563,311,25,121,8.04,38.91
6037104203,14000US06037104203,Census Tract 1042.03,"Census Tract 1042.03, Los Angeles County, California",ca,140,0,ACSSF,3890,,,,,6,37,,,,104203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5541,20270.72,0.273349915,5541,3068,451,38,52,0,1877,55,55.37,8.14,0.69,0.94,0,33.87,0.99,46406,619,259,231,41.84,37.32
6037104204,14000US06037104204,Census Tract 1042.04,"Census Tract 1042.04, Los Angeles County, California",ca,140,0,ACSSF,3891,,,,,6,37,,,,104204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3562,3462.374,1.028773878,3562,2230,165,12,207,0,799,149,62.61,4.63,0.34,5.81,0,22.43,4.18,63333,259,122,57,47.1,22.01
6037104310,14000US06037104310,Census Tract 1043.10,"Census Tract 1043.10, Los Angeles County, California",ca,140,0,ACSSF,3892,,,,,6,37,,,,104310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5313,9121.302,0.582482622,5313,2825,114,19,15,0,2213,127,53.17,2.15,0.36,0.28,0,41.65,2.39,69904,247,90,72,36.44,29.15
6037104320,14000US06037104320,Census Tract 1043.20,"Census Tract 1043.20, Los Angeles County, California",ca,140,0,ACSSF,3893,,,,,6,37,,,,104320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5599,11963.14,0.468021087,5599,3478,207,0,63,0,1595,256,62.12,3.7,0,1.13,0,28.49,4.57,52895,763,251,253,32.9,33.16
6037104401,14000US06037104401,Census Tract 1044.01,"Census Tract 1044.01, Los Angeles County, California",ca,140,0,ACSSF,3894,,,,,6,37,,,,104401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3452,13126.44,0.262980755,3452,1975,0,0,28,62,1365,22,57.21,0,0,0.81,1.8,39.54,0.64,69965,259,50,114,19.31,44.02
6037104403,14000US06037104403,Census Tract 1044.03,"Census Tract 1044.03, Los Angeles County, California",ca,140,0,ACSSF,3895,,,,,6,37,,,,104403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3279,12253.32,0.267600854,3279,1812,0,24,95,0,1320,28,55.26,0,0.73,2.9,0,40.26,0.85,55398,211,64,68,30.33,32.23
6037104404,14000US06037104404,Census Tract 1044.04,"Census Tract 1044.04, Los Angeles County, California",ca,140,0,ACSSF,3896,,,,,6,37,,,,104404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3128,15013.31,0.208348456,3128,1701,132,11,61,0,1206,17,54.38,4.22,0.35,1.95,0,38.55,0.54,55341,352,81,128,23.01,36.36
6037104500,14000US06037104500,Census Tract 1045,"Census Tract 1045, Los Angeles County, California",ca,140,0,ACSSF,3897,,,,,6,37,,,,104500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2950,14388.77,0.205021027,2950,1367,0,10,5,0,1499,69,46.34,0,0.34,0.17,0,50.81,2.34,60139,153,29,78,18.95,50.98
6037104610,14000US06037104610,Census Tract 1046.10,"Census Tract 1046.10, Los Angeles County, California",ca,140,0,ACSSF,3898,,,,,6,37,,,,104610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3504,15326.36,0.22862577,3504,1760,0,12,0,0,1692,40,50.23,0,0.34,0,0,48.29,1.14,60320,280,71,123,25.36,43.93
6037104620,14000US06037104620,Census Tract 1046.20,"Census Tract 1046.20, Los Angeles County, California",ca,140,0,ACSSF,3899,,,,,6,37,,,,104620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3684,17963.17,0.205086278,3684,1994,26,15,16,0,1506,127,54.13,0.71,0.41,0.43,0,40.88,3.45,62014,297,38,119,12.79,40.07
6037104701,14000US06037104701,Census Tract 1047.01,"Census Tract 1047.01, Los Angeles County, California",ca,140,0,ACSSF,3900,,,,,6,37,,,,104701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4325,20348.08,0.212550792,4325,2662,168,0,0,0,1471,24,61.55,3.88,0,0,0,34.01,0.55,32036,729,212,249,29.08,34.16
6037104703,14000US06037104703,Census Tract 1047.03,"Census Tract 1047.03, Los Angeles County, California",ca,140,0,ACSSF,3901,,,,,6,37,,,,104703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2311,5121.882,0.451201318,2311,1499,137,63,0,0,601,11,64.86,5.93,2.73,0,0,26.01,0.48,39181,385,106,123,27.53,31.95
6037104704,14000US06037104704,Census Tract 1047.04,"Census Tract 1047.04, Los Angeles County, California",ca,140,0,ACSSF,3902,,,,,6,37,,,,104704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4331,6746.562,0.641956642,4331,2151,598,0,336,0,1207,39,49.67,13.81,0,7.76,0,27.87,0.9,48581,444,116,116,26.13,26.13
6037104810,14000US06037104810,Census Tract 1048.10,"Census Tract 1048.10, Los Angeles County, California",ca,140,0,ACSSF,3903,,,,,6,37,,,,104810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5789,13346.95,0.433732125,5789,3815,9,31,62,0,1826,46,65.9,0.16,0.54,1.07,0,31.54,0.79,74145,297,55,150,18.52,50.51
6037104821,14000US06037104821,Census Tract 1048.21,"Census Tract 1048.21, Los Angeles County, California",ca,140,0,ACSSF,3904,,,,,6,37,,,,104821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3361,16368.78,0.205329909,3361,1903,63,27,151,0,1212,5,56.62,1.87,0.8,4.49,0,36.06,0.15,68750,319,92,60,28.84,18.81
6037104822,14000US06037104822,Census Tract 1048.22,"Census Tract 1048.22, Los Angeles County, California",ca,140,0,ACSSF,3905,,,,,6,37,,,,104822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2748,11776.72,0.233341622,2748,1739,34,49,124,0,779,23,63.28,1.24,1.78,4.51,0,28.35,0.84,55500,388,112,137,28.87,35.31
6037106010,14000US06037106010,Census Tract 1060.10,"Census Tract 1060.10, Los Angeles County, California",ca,140,0,ACSSF,3906,,,,,6,37,,,,106010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3108,3197.101,0.972130759,3108,2369,83,20,118,0,427,91,76.22,2.67,0.64,3.8,0,13.74,2.93,71806,255,83,44,32.55,17.25
6037106020,14000US06037106020,Census Tract 1060.20,"Census Tract 1060.20, Los Angeles County, California",ca,140,0,ACSSF,3907,,,,,6,37,,,,106020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5807,7479.774,0.776360354,5807,4809,66,9,44,0,675,204,82.81,1.14,0.15,0.76,0,11.62,3.51,75038,260,87,115,33.46,44.23
6037106111,14000US06037106111,Census Tract 1061.11,"Census Tract 1061.11, Los Angeles County, California",ca,140,0,ACSSF,3908,,,,,6,37,,,,106111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4482,3043.956,1.472426127,4482,2758,229,113,404,0,823,155,61.54,5.11,2.52,9.01,0,18.36,3.46,93198,158,74,0,46.84,0
6037106112,14000US06037106112,Census Tract 1061.12,"Census Tract 1061.12, Los Angeles County, California",ca,140,0,ACSSF,3909,,,,,6,37,,,,106112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5885,4729.523,1.244311557,5885,4157,91,266,437,16,665,253,70.64,1.55,4.52,7.43,0.27,11.3,4.3,90875,203,7,101,3.45,49.75
6037106113,14000US06037106113,Census Tract 1061.13,"Census Tract 1061.13, Los Angeles County, California",ca,140,0,ACSSF,3910,,,,,6,37,,,,106113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3962,7108.968,0.557324204,3962,2872,193,0,362,0,525,10,72.49,4.87,0,9.14,0,13.25,0.25,85156,180,56,41,31.11,22.78
6037106114,14000US06037106114,Census Tract 1061.14,"Census Tract 1061.14, Los Angeles County, California",ca,140,0,ACSSF,3911,,,,,6,37,,,,106114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6410,16408.35,0.390654706,6410,4729,290,71,259,0,1012,49,73.78,4.52,1.11,4.04,0,15.79,0.76,54363,888,253,304,28.49,34.23
6037106403,14000US06037106403,Census Tract 1064.03,"Census Tract 1064.03, Los Angeles County, California",ca,140,0,ACSSF,3912,,,,,6,37,,,,106403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3431,8037.17,0.426891553,3431,2797,17,35,13,0,505,64,81.52,0.5,1.02,0.38,0,14.72,1.87,62015,120,35,56,29.17,46.67
6037106405,14000US06037106405,Census Tract 1064.05,"Census Tract 1064.05, Los Angeles County, California",ca,140,0,ACSSF,3913,,,,,6,37,,,,106405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4813,10638.6,0.452409046,4813,3525,278,0,82,0,848,80,73.24,5.78,0,1.7,0,17.62,1.66,57807,742,221,183,29.78,24.66
6037106406,14000US06037106406,Census Tract 1064.06,"Census Tract 1064.06, Los Angeles County, California",ca,140,0,ACSSF,3914,,,,,6,37,,,,106406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5860,7275.979,0.805389832,5860,4330,170,255,310,0,560,235,73.89,2.9,4.35,5.29,0,9.56,4.01,77454,423,89,52,21.04,12.29
6037106407,14000US06037106407,Census Tract 1064.07,"Census Tract 1064.07, Los Angeles County, California",ca,140,0,ACSSF,3915,,,,,6,37,,,,106407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3272,36506.36,0.089628214,3272,2520,323,6,122,0,258,43,77.02,9.87,0.18,3.73,0,7.89,1.31,37452,675,215,277,31.85,41.04
6037106408,14000US06037106408,Census Tract 1064.08,"Census Tract 1064.08, Los Angeles County, California",ca,140,0,ACSSF,3916,,,,,6,37,,,,106408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3817,43156.86,0.088444811,3817,2830,71,0,137,0,705,74,74.14,1.86,0,3.59,0,18.47,1.94,49464,828,334,180,40.34,21.74
6037106510,14000US06037106510,Census Tract 1065.10,"Census Tract 1065.10, Los Angeles County, California",ca,140,0,ACSSF,3917,,,,,6,37,,,,106510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5347,2425.81,2.204212143,5347,3453,347,9,480,0,727,331,64.58,6.49,0.17,8.98,0,13.6,6.19,91983,560,88,128,15.71,22.86
6037106520,14000US06037106520,Census Tract 1065.20,"Census Tract 1065.20, Los Angeles County, California",ca,140,0,ACSSF,3918,,,,,6,37,,,,106520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5879,6902.699,0.851695838,5879,4919,25,0,85,0,670,180,83.67,0.43,0,1.45,0,11.4,3.06,63594,527,138,188,26.19,35.67
6037106603,14000US06037106603,Census Tract 1066.03,"Census Tract 1066.03, Los Angeles County, California",ca,140,0,ACSSF,3919,,,,,6,37,,,,106603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3222,545.326,5.908392626,3222,2143,1,0,779,30,50,219,66.51,0.03,0,24.18,0.93,1.55,6.8,114688,137,52,30,37.96,21.9
6037106604,14000US06037106604,Census Tract 1066.04,"Census Tract 1066.04, Los Angeles County, California",ca,140,0,ACSSF,3920,,,,,6,37,,,,106604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5143,5100.512,1.008330154,5143,4343,4,33,102,1,626,34,84.44,0.08,0.64,1.98,0.02,12.17,0.66,58028,568,137,170,24.12,29.93
6037106641,14000US06037106641,Census Tract 1066.41,"Census Tract 1066.41, Los Angeles County, California",ca,140,0,ACSSF,3921,,,,,6,37,,,,106641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2352,5364.764,0.438416317,2352,1684,28,0,465,0,13,162,71.6,1.19,0,19.77,0,0.55,6.89,108333,68,32,23,47.06,33.82
6037106642,14000US06037106642,Census Tract 1066.42,"Census Tract 1066.42, Los Angeles County, California",ca,140,0,ACSSF,3922,,,,,6,37,,,,106642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3016,4951.466,0.609112475,3016,1847,175,9,337,0,496,152,61.24,5.8,0.3,11.17,0,16.45,5.04,106179,55,17,8,30.91,14.55
6037106643,14000US06037106643,Census Tract 1066.43,"Census Tract 1066.43, Los Angeles County, California",ca,140,0,ACSSF,3923,,,,,6,37,,,,106643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4599,2745.222,1.675274557,4599,2965,89,83,972,0,234,256,64.47,1.94,1.8,21.14,0,5.09,5.57,151875,192,28,11,14.58,5.73
6037106645,14000US06037106645,Census Tract 1066.45,"Census Tract 1066.45, Los Angeles County, California",ca,140,0,ACSSF,3924,,,,,6,37,,,,106645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3491,3576.698,0.976040043,3491,2744,159,0,437,0,114,37,78.6,4.55,0,12.52,0,3.27,1.06,110946,120,9,57,7.5,47.5
6037106646,14000US06037106646,Census Tract 1066.46,"Census Tract 1066.46, Los Angeles County, California",ca,140,0,ACSSF,3925,,,,,6,37,,,,106646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3439,6033.661,0.56996905,3439,1935,172,0,590,16,590,136,56.27,5,0,17.16,0.47,17.16,3.95,105750,96,9,33,9.38,34.38
6037106648,14000US06037106648,Census Tract 1066.48,"Census Tract 1066.48, Los Angeles County, California",ca,140,0,ACSSF,3926,,,,,6,37,,,,106648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4569,14923.96,0.306151998,4569,3458,13,0,6,0,956,136,75.68,0.28,0,0.13,0,20.92,2.98,65278,537,127,162,23.65,30.17
6037106649,14000US06037106649,Census Tract 1066.49,"Census Tract 1066.49, Los Angeles County, California",ca,140,0,ACSSF,3927,,,,,6,37,,,,106649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2599,6049.726,0.429606238,2599,1548,86,0,536,7,297,125,59.56,3.31,0,20.62,0.27,11.43,4.81,82841,159,23,80,14.47,50.31
6037107010,14000US06037107010,Census Tract 1070.10,"Census Tract 1070.10, Los Angeles County, California",ca,140,0,ACSSF,3928,,,,,6,37,,,,107010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3093,11700.27,0.264352962,3093,2135,14,9,17,0,861,57,69.03,0.45,0.29,0.55,0,27.84,1.84,56375,193,44,97,22.8,50.26
6037107020,14000US06037107020,Census Tract 1070.20,"Census Tract 1070.20, Los Angeles County, California",ca,140,0,ACSSF,3929,,,,,6,37,,,,107020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5442,14168.3,0.38409676,5442,3776,34,108,513,0,845,166,69.39,0.62,1.98,9.43,0,15.53,3.05,81935,371,123,45,33.15,12.13
6037108101,14000US06037108101,Census Tract 1081.01,"Census Tract 1081.01, Los Angeles County, California",ca,140,0,ACSSF,3930,,,,,6,37,,,,108101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417,5546.534,0.435767656,2417,1586,102,0,495,0,180,54,65.62,4.22,0,20.48,0,7.45,2.23,141893,136,33,29,24.26,21.32
6037108102,14000US06037108102,Census Tract 1081.02,"Census Tract 1081.02, Los Angeles County, California",ca,140,0,ACSSF,3931,,,,,6,37,,,,108102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3677,4360.892,0.843176107,3677,1881,160,14,1349,0,180,93,51.16,4.35,0.38,36.69,0,4.9,2.53,95592,158,5,80,3.16,50.63
6037108103,14000US06037108103,Census Tract 1081.03,"Census Tract 1081.03, Los Angeles County, California",ca,140,0,ACSSF,3932,,,,,6,37,,,,108103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3153,3183.802,0.990325438,3153,1970,0,14,898,15,187,69,62.48,0,0.44,28.48,0.48,5.93,2.19,159643,117,71,11,60.68,9.4
6037108104,14000US06037108104,Census Tract 1081.04,"Census Tract 1081.04, Los Angeles County, California",ca,140,0,ACSSF,3933,,,,,6,37,,,,108104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1922,6026.437,0.318928119,1922,1123,94,0,592,0,60,53,58.43,4.89,0,30.8,0,3.12,2.76,130714,68,0,24,0,35.29
6037108201,14000US06037108201,Census Tract 1082.01,"Census Tract 1082.01, Los Angeles County, California",ca,140,0,ACSSF,3934,,,,,6,37,,,,108201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5501,5079.148,1.083055597,5501,2188,325,0,2563,0,164,261,39.77,5.91,0,46.59,0,2.98,4.74,125000,440,174,39,39.55,8.86
6037108202,14000US06037108202,Census Tract 1082.02,"Census Tract 1082.02, Los Angeles County, California",ca,140,0,ACSSF,3935,,,,,6,37,,,,108202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7561,3265.522,2.315403392,7561,3228,517,145,3405,0,14,252,42.69,6.84,1.92,45.03,0,0.19,3.33,108304,996,344,274,34.54,27.51
6037109100,14000US06037109100,Census Tract 1091,"Census Tract 1091, Los Angeles County, California",ca,140,0,ACSSF,3936,,,,,6,37,,,,109100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2738,2620.708,1.044755806,2738,1634,9,6,335,0,691,63,59.68,0.33,0.22,12.24,0,25.24,2.3,59792,195,29,56,14.87,28.72
6037109200,14000US06037109200,Census Tract 1092,"Census Tract 1092, Los Angeles County, California",ca,140,0,ACSSF,3937,,,,,6,37,,,,109200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2995,6511.047,0.459987459,2995,1826,65,0,635,41,238,190,60.97,2.17,0,21.2,1.37,7.95,6.34,112250,205,29,22,14.15,10.73
6037109300,14000US06037109300,Census Tract 1093,"Census Tract 1093, Los Angeles County, California",ca,140,0,ACSSF,3938,,,,,6,37,,,,109300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3247,6820.031,0.476097573,3247,1785,25,111,517,0,684,125,54.97,0.77,3.42,15.92,0,21.07,3.85,84919,204,31,67,15.2,32.84
6037109400,14000US06037109400,Census Tract 1094,"Census Tract 1094, Los Angeles County, California",ca,140,0,ACSSF,3939,,,,,6,37,,,,109400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3959,7943.518,0.498393815,3959,1627,90,42,140,182,1664,214,41.1,2.27,1.06,3.54,4.6,42.03,5.41,77273,272,16,113,5.88,41.54
6037109500,14000US06037109500,Census Tract 1095,"Census Tract 1095, Los Angeles County, California",ca,140,0,ACSSF,3940,,,,,6,37,,,,109500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4821,10452.47,0.461230708,4821,2826,58,0,122,0,1779,36,58.62,1.2,0,2.53,0,36.9,0.75,44118,445,17,311,3.82,69.89
